City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,richards bay,-28.783,32.0377,63.46,87,25,3.53,ZA,1722653675
271,souillac,-20.5167,57.5167,66.58,94,40,10.36,MU,1722653676
272,al ghayzah,16.2079,52.176,76.96,92,91,8.08,YE,1722653677
273,isla mujeres,21.2311,-86.731,84.16,78,4,9.73,MX,1722653678
274,stettler,52.3168,-112.7186,65.75,38,100,8.1,CA,1722653680
275,canzo,45.8495,9.2772,70.47,62,60,4.7,IT,1722653681
276,coracora,-15.0333,-73.7833,45.41,39,0,2.73,PE,1722653682
277,sisimiut,66.9395,-53.6735,43.52,82,9,3.15,GL,1722653683
278,fale old settlement,-9.3852,-171.2468,82.63,74,17,15.32,TK,1722653685
279,saint-louis,16.3333,-15.0,82.0,64,6,11.5,SN,1722653686
280,arteche,12.2645,125.4048,86.18,73,95,1.97,PH,1722653687
281,daru,-9.0763,143.2092,76.77,84,94,20.4,PG,1722653688
282,praia da vitoria,38.7333,-27.0667,71.85,88,40,3.29,PT,1722653690
283,ar rutbah,33.0381,40.2848,78.64,32,0,16.89,IQ,1722653691
284,hancheng,32.5186,112.3522,87.46,78,79,8.19,CN,1722653692
285,vila velha,-20.3297,-40.2925,71.55,96,100,8.05,BR,1722653693
286,khamis mushait,18.3064,42.7292,65.01,77,0,6.91,SA,1722653695
287,carutapera,-1.195,-46.02,77.04,83,38,5.66,BR,1722653697
288,salekhard,66.53,66.6019,63.16,78,88,20.4,RU,1722653698
289,aconibe,1.2968,10.9369,65.68,96,69,3.65,GQ,1722653700
290,eynesil,41.0645,39.1438,70.63,75,10,4.97,TR,1722653701
291,cartagena,10.3997,-75.5144,85.62,74,40,5.75,CO,1722653702
292,tokonou,9.65,-9.7833,70.05,92,100,6.29,GN,1722653703
293,san clemente del tuyu,-36.3569,-56.7235,59.77,83,100,17.11,AR,1722653705
294,coyhaique,-45.5752,-72.0662,38.17,99,100,5.21,CL,1722653706
295,el granada,37.5027,-122.4694,75.69,78,75,17.27,US,1722653495
296,kapuskasing,49.4169,-82.4331,71.69,72,20,4.61,CA,1722653708
297,luderitz,-26.6481,15.1594,58.12,44,19,2.04,,1722653710
298,east ballina,-28.8667,153.5833,68.79,64,2,12.71,AU,1722653711
299,zizur mayor,42.7879,-1.6907,62.65,77,100,8.99,ES,1722653712
300,ust-tsilma,65.441,52.1498,62.44,94,84,7.9,RU,1722653713
301,kouroussa,10.65,-9.8833,71.64,97,100,5.28,GN,1722653715
302,willows,39.5243,-122.1936,93.31,11,100,14.94,US,1722653716
303,nizhnesortymskiy,62.4397,71.7603,67.48,81,99,9.51,RU,1722653717
304,yigo village,13.5361,144.8886,84.49,76,75,27.63,GU,1722653718
305,westerland,54.9079,8.3033,55.42,100,0,0.0,DE,1722653720
306,yanbu,24.0891,38.0637,89.64,70,16,0.0,SA,1722653721
307,belmonte,-15.8631,-38.8828,71.71,86,15,5.03,BR,1722653722
308,behshahr,36.6923,53.5526,75.15,76,99,5.73,IR,1722653723
309,new richmond,45.123,-92.5366,75.92,73,0,4.61,US,1722653725
310,laguna,38.421,-121.4238,92.44,26,0,4.61,US,1722653726
311,opuwo,-18.0607,13.84,60.31,37,0,1.99,,1722653727
312,derzhavinsk,51.1,66.3167,72.43,47,2,8.08,KZ,1722653728
313,santa eularia des riu,38.9846,1.5341,80.51,84,0,6.91,ES,1722653730
314,timimoun,29.2639,0.231,86.38,15,0,8.05,DZ,1722653731
315,big spring,32.2504,-101.4787,92.23,31,0,6.91,US,1722653732
316,corunna,42.982,-84.1178,74.08,83,75,0.0,US,1722653733
317,piedmont,37.8244,-122.2316,79.38,77,75,9.22,US,1722653735
318,vadso,70.0744,29.7487,54.48,87,100,12.66,NO,1722653736
319,perry,37.2506,-83.1999,73.58,99,24,4.05,US,1722653737
320,athens,37.9795,23.7162,81.66,50,0,2.3,GR,1722653582
321,phongsali,21.6833,102.1058,70.14,89,100,2.8,LA,1722653739
322,gorontalo,0.5412,123.0595,87.67,59,35,8.37,ID,1722653741
323,kosan,38.8558,127.4181,91.27,58,5,4.83,KP,1722653742
324,gadzhiyevo,69.2551,33.3362,51.28,88,16,9.86,RU,1722653743
325,katsuura,35.1333,140.3,80.69,73,34,6.85,JP,1722653744
326,howard springs,-12.497,131.047,85.91,61,71,6.26,AU,1722653746
327,wynyard,-41.0,145.7167,56.19,73,100,1.01,AU,1722653747
328,brookings,44.3114,-96.7984,79.14,92,0,7.38,US,1722653748
329,chernyshevsk,52.5243,117.0174,68.38,61,100,5.28,RU,1722653750
330,susuman,62.7833,148.1667,53.91,41,100,4.29,RU,1722653751
331,oumache,34.6929,5.6809,97.09,16,20,3.44,DZ,1722653752
332,krasnik,50.9236,22.2271,64.67,66,100,9.95,PL,1722653753
333,peniche,39.3558,-9.3811,67.28,92,3,17.72,PT,1722653755
334,hobyo,5.3505,48.5268,76.06,83,100,23.35,SO,1722653756
335,umluj,25.0213,37.2685,87.98,66,2,4.07,SA,1722653757
336,buka,40.8108,69.1986,82.71,25,0,6.64,UZ,1722653758
337,patterson,37.4716,-121.1297,89.74,20,97,4.23,US,1722653760
338,zelenogorsk,56.1147,94.5861,72.23,70,38,2.06,RU,1722653761
339,juigne,47.7188,-0.3941,57.9,94,5,0.0,FR,1722653762
340,alofi,-19.0595,-169.9187,78.69,57,75,9.22,NU,1722653763
341,male,4.1748,73.5089,84.15,84,20,3.44,MV,1722653765
342,noshiro,40.2039,140.0242,88.63,64,4,7.29,JP,1722653766
343,bowen,-20.0167,148.2333,70.39,49,0,18.61,AU,1722653767
344,puerto santa,-8.9906,-78.6456,61.72,89,11,9.66,PE,1722653768
345,hadibu,12.65,54.0333,78.78,79,75,26.35,YE,1722653770
346,roma,43.2128,-75.4557,71.74,98,100,3.44,US,1722653771
347,queenstown,-31.8976,26.8753,45.5,46,0,6.42,ZA,1722653772
348,wotje,9.4543,170.2367,83.12,74,2,5.08,MH,1722653773
349,wenling,28.3669,121.36,88.12,75,6,6.67,CN,1722653774
350,vodice,43.7608,15.7828,74.7,89,15,6.33,HR,1722653776
351,wainwright,52.839,-110.8572,65.66,41,17,5.21,CA,1722653777
352,cabo san lucas,22.8909,-109.9124,92.5,55,58,4.0,MX,1722653707
353,mahroni,24.5862,78.7288,79.47,84,100,12.62,IN,1722653779
354,lazaro cardenas,17.9583,-102.2,81.81,74,100,3.78,MX,1722653781
355,boende,-0.2167,20.8667,73.0,77,98,1.68,CD,1722653782
356,mount pearl,47.5166,-52.7813,56.32,95,100,12.66,CA,1722653783
357,stiens,53.2623,5.7577,64.38,70,75,6.91,NL,1722653784
358,tolanaro,-25.0319,46.9987,64.47,88,40,0.0,MG,1722653786
359,tagta,41.6504,59.9164,76.95,41,0,9.22,TM,1722653787
360,grass valley,39.2191,-121.0611,84.67,39,0,6.91,US,1722653788
361,kuching,1.55,110.3333,88.02,68,20,3.44,MY,1722653789
362,la punta,-33.1837,-66.3127,59.49,32,91,15.84,AR,1722653791
363,spittal an der drau,46.8,13.5,62.1,93,7,5.73,AT,1722653792
364,sao gabriel da cachoeira,-0.1303,-67.0892,75.16,89,100,1.63,BR,1722653793
365,dien bien phu,21.3833,103.0167,75.25,92,100,2.39,VN,1722653794
366,santa marta,11.2408,-74.199,84.88,73,40,8.05,CO,1722653796
367,priozersk,61.0393,30.1291,62.1,100,100,6.49,RU,1722653797
368,sitia,35.2,26.0986,78.98,55,0,5.06,GR,1722653798
369,sligo,54.2697,-8.4694,50.59,93,25,6.08,IE,1722653799
370,luba,3.4568,8.5547,75.09,86,36,5.53,GQ,1722653801
371,kudat,6.8837,116.8477,85.93,74,20,10.36,MY,1722653802
372,tulum,20.2167,-87.4667,78.62,91,15,5.1,MX,1722653790
373,danjiangkou,32.5428,111.5086,86.31,76,100,4.16,CN,1722653804
374,paramonga,-10.6667,-77.8333,62.06,86,19,8.88,PE,1722653807
375,nadym,65.5333,72.5167,71.38,57,33,16.17,RU,1722653808
376,tsiombe,-25.3,45.4833,58.73,88,0,0.67,MG,1722653809
377,xining,36.6167,101.7667,66.78,64,2,2.08,CN,1722653810
378,xilin hot,43.9667,116.0333,75.81,61,100,21.85,CN,1722653812
379,verkhnevilyuysk,63.4453,120.3167,70.65,35,49,0.45,RU,1722653813
380,ayr,55.4627,-4.6339,50.31,93,75,3.44,GB,1722653814
381,conceicao da barra,-18.5933,-39.7322,70.88,90,10,6.91,BR,1722653815
382,kourou,5.1552,-52.6478,75.25,91,70,5.61,GF,1722653817
383,zhengzhou,34.7578,113.6486,90.09,59,1,10.31,CN,1722653819
384,birao,10.2849,22.7882,71.55,94,96,4.68,CF,1722653820
385,mili,6.0815,171.735,83.57,73,4,10.71,MH,1722653822
386,manadhoo,5.7667,73.3833,82.9,73,100,9.64,MV,1722653824
387,mount gambier,-37.8333,140.7667,57.06,50,71,5.97,AU,1722653825
388,hilo,19.7297,-155.09,82.94,82,75,13.8,US,1722653827
389,goondiwindi,-28.55,150.3167,65.05,36,0,1.74,AU,1722653828
390,loralai,30.3705,68.598,78.1,68,100,6.44,PK,1722653829
391,shingu,33.7333,135.9833,87.24,68,100,6.51,JP,1722653830
392,yaren,-0.5472,166.916,84.72,69,66,14.16,NR,1722653832
393,dzuunharaa,48.8523,106.4579,58.75,95,100,3.76,MN,1722653833
394,zhigalovo,54.8097,105.1578,76.5,48,1,0.87,RU,1722653835
395,mattoon,39.4831,-88.3728,73.53,94,0,5.75,US,1722653836
396,swift current,50.2834,-107.8014,79.61,41,0,24.16,CA,1722653838
397,sos'va,59.1766,61.8558,61.57,94,96,2.06,RU,1722653839
398,kerema,-7.9631,145.7785,78.93,85,81,13.06,PG,1722653840
399,harstad,68.799,16.5293,60.8,96,39,15.99,NO,1722653841
400,taulaga,-11.0553,-171.0883,81.39,71,1,16.15,AS,1722653843
401,piacabucu,-10.4056,-36.4344,74.44,79,34,10.67,BR,1722653694
402,tatarusi,47.35,26.6,70.66,80,100,6.17,RO,1722653845
403,wattegama,6.7989,81.4808,83.26,57,100,3.58,LK,1722653846
404,port alfred,-33.5906,26.891,55.11,79,0,5.1,ZA,1722653847
405,kerouane,9.2667,-9.0167,69.98,94,100,4.21,GN,1722653849
406,adiake,5.2863,-3.304,73.63,92,99,5.61,CI,1722653850
407,bhamo,24.2667,97.2333,75.31,99,100,1.12,MM,1722653851
408,berdigestyakh,62.0989,126.6992,71.42,28,7,1.16,RU,1722653852
409,puerto colombia,10.9878,-74.9547,82.49,80,56,8.32,CO,1722653854
410,maha sarakham,16.3333,103.6667,78.62,84,100,3.98,TH,1722653855
411,callao,-12.0667,-77.15,63.43,77,0,11.5,PE,1722653856
412,broken hill,-31.95,141.4333,62.35,28,98,5.12,AU,1722653857
413,san fernando de apure,7.8878,-67.4724,75.74,92,97,2.04,VE,1722653859
414,o rosal,41.9354,-8.8368,62.22,82,0,8.03,ES,1722653860
415,aurora,39.7294,-104.8319,84.43,38,78,8.99,US,1722653861
416,new norfolk,-42.7826,147.0587,55.92,51,100,5.44,AU,1722653862
417,carora,10.1755,-70.0827,80.37,62,100,7.29,VE,1722653864
418,khorugh,37.4897,71.553,62.87,43,1,2.37,TJ,1722653865
419,villa gesell,-37.2639,-56.973,70.05,92,100,22.19,AR,1722653866
420,la'ie,21.6477,-157.9253,84.16,74,99,5.99,US,1722653867
421,sultanah,24.4926,39.5857,88.25,42,0,10.36,SA,1722653869
422,lautoka,-17.6167,177.4667,85.86,62,40,13.8,FJ,1722653744
423,kenora,49.8167,-94.4337,74.37,43,20,4.61,CA,1722653871
424,weno,7.4515,151.8468,82.83,70,63,2.91,FM,1722653872
425,kudahuvadhoo,2.6708,72.8944,82.87,73,74,4.5,MV,1722653874
426,urzhar,47.093,81.6294,89.62,24,1,7.34,KZ,1722653875
427,lake havasu city,34.4839,-114.3224,106.23,21,12,3.0,US,1722653876
428,minas de marcona,-15.2119,-75.1103,49.91,91,18,12.8,PE,1722653877
429,ezine,39.7856,26.3408,67.26,52,0,5.61,TR,1722653879
430,selfoss,63.9331,-20.9971,48.83,78,37,19.73,IS,1722653880
431,tura,25.5198,90.2201,74.68,99,100,5.19,IN,1722653881
432,domanic,39.8,29.6167,62.67,35,0,0.74,TR,1722653882
433,kirakira,-10.4544,161.9205,85.53,70,50,9.46,SB,1722653884
434,page,36.9147,-111.4558,86.11,36,95,3.0,US,1722653885
435,takestan,36.0696,49.6959,66.33,79,6,8.7,IR,1722653886
436,langepas,61.2544,75.2124,64.67,97,100,4.18,RU,1722653852
437,severnoye,56.3491,78.3619,71.15,85,84,3.11,RU,1722653888
438,chegdomyn,51.1167,133.0167,81.41,38,0,3.2,RU,1722653890
439,bikenibeu village,1.3673,173.1241,83.71,72,2,12.75,KI,1722653891
440,shimo-furano,43.35,142.3833,82.8,57,53,7.58,JP,1722653892
441,new plymouth,-39.0667,174.0833,50.31,1,17,2.26,NZ,1722653893
442,mangai,-4.05,19.5333,77.36,53,100,0.51,CD,1722653895
443,fastiv,50.0767,29.9177,66.9,41,100,4.79,UA,1722653896
444,cukai,4.25,103.4167,82.35,74,43,7.29,MY,1722653898
445,san pedro pochutla,15.7333,-96.4667,74.71,80,100,4.0,MX,1722653900
446,kincardine,56.0667,-3.7167,52.99,95,2,7.52,GB,1722653901
447,prelouc,50.0398,15.5603,59.9,91,40,9.22,CZ,1722653902
448,ballina,-28.8667,153.5667,68.77,64,2,12.71,AU,1722653905
449,den chai,17.9837,100.0522,81.05,96,100,3.27,TH,1722653906
450,iquique,-20.2208,-70.1431,62.64,72,39,2.33,CL,1722653907
451,wilmington island,32.0036,-80.9737,82.38,86,75,4.61,US,1722653908
452,kimbe,-5.5502,150.1429,86.72,65,93,12.73,PG,1722653910
453,goundam,16.4145,-3.6708,87.12,56,100,10.49,ML,1722653911
454,polyarnyy,69.1989,33.4478,50.9,87,15,9.13,RU,1722653912
455,fomboni,-12.28,43.7425,77.29,64,0,17.29,KM,1722653913
456,tumut,-35.3,148.2167,56.17,55,57,5.19,AU,1722653915
457,sandnessjoen,66.0217,12.6316,52.32,78,79,11.39,NO,1722653916
458,bubaque,11.2833,-15.8333,79.36,77,97,9.8,GW,1722653917
459,mossel bay,-34.1831,22.146,52.02,79,0,5.99,ZA,1722653918
460,salinas,36.6777,-121.6555,74.71,85,0,8.05,US,1722653920
461,flin flon,54.7682,-101.865,62.58,52,26,8.63,CA,1722653921
462,yeed,4.55,43.0333,71.85,75,88,15.26,SO,1722653922
463,kill devil hills,36.0307,-75.676,82.98,85,40,11.5,US,1722653923
464,sakakah,29.9697,40.2064,81.97,29,0,9.15,SA,1722653926
465,mermoz boabab,14.7065,-17.4758,81.16,83,40,9.22,SN,1722653927
466,holly springs,35.6513,-78.8336,77.79,85,100,3.0,US,1722653928
467,mitchell,43.7094,-98.0298,82.38,63,0,4.61,US,1722653930
468,ketchikan,55.3422,-131.6461,72.07,49,0,9.22,US,1722653931
469,bamboo flat,11.7,92.7167,84.29,89,75,12.66,IN,1722653932
470,jinchang,38.4953,102.1739,84.4,24,57,0.94,CN,1722653933
471,encheng,22.1839,112.3026,88.66,69,85,9.19,CN,1722653935
472,hepo,23.4308,115.8299,93.9,57,0,2.13,CN,1722653936
473,grande prairie,55.1667,-118.8027,71.78,37,75,16.11,CA,1722653800
474,sydney,-33.8679,151.2073,66.31,57,0,8.05,AU,1722653789
475,caslav,49.911,15.3897,58.71,89,0,7.0,CZ,1722653939
476,arizona city,32.7559,-111.671,103.86,25,0,5.93,US,1722653941
477,shakhun'ya,57.6758,46.6114,58.33,92,76,6.17,RU,1722653942
478,nanga eboko,4.6833,12.3667,65.77,99,51,2.15,CM,1722653943
479,naze,28.3667,129.4833,90.52,70,5,8.3,JP,1722653944
480,dakhla,23.6848,-15.958,67.5,92,3,13.53,EH,1722653946
481,sungai raya,0.7,108.9,85.77,62,80,7.29,ID,1722653948
482,yuci,37.6803,112.7319,82.15,61,20,4.47,CN,1722653950
483,yarmouth,41.7057,-70.2286,78.03,95,100,9.22,US,1722653951
484,alaghsas,17.0187,8.0168,78.48,74,96,6.78,NE,1722653952
485,revda,56.801,59.9303,59.13,88,81,7.27,RU,1722653953
486,guanambi,-14.2233,-42.7814,67.5,70,72,10.54,BR,1722653955
487,san felipe,10.3399,-68.7425,70.21,94,13,0.87,VE,1722653956
488,carauari,-4.8828,-66.8958,77.31,66,18,2.68,BR,1722653957
489,pangai,-19.8,-174.35,77.11,61,40,11.5,TO,1722653958
490,viedma,-40.8135,-62.9967,57.97,35,89,18.23,AR,1722653959
491,boguchany,58.3814,97.4531,59.9,84,97,8.7,RU,1722653961
492,arar,30.9753,41.0381,84.22,24,0,18.41,SA,1722653962
493,yangjiang,21.85,111.9667,87.49,74,66,10.89,CN,1722653963
494,tofol,5.3248,163.0078,89.38,66,75,9.22,FM,1722653964
495,socorro mission number 1 colonia,31.6362,-106.2905,96.22,15,17,14.97,US,1722653966
496,izhevsk,56.85,53.2333,57.13,98,19,3.53,RU,1722653967
497,ljusdal,61.8288,16.0913,56.26,90,98,3.11,SE,1722653968
498,gisborne,-38.6533,178.0042,52.47,62,6,9.86,NZ,1722653969
499,ruteng,-8.6136,120.4721,77.04,51,25,0.04,ID,1722653971
500,cortez,37.3489,-108.5859,83.16,26,0,9.22,US,1722653972
501,oranjestad,12.524,-70.027,84.15,83,20,18.41,AW,1722653973
502,laguna de perlas,12.3429,-83.6712,79.3,88,92,7.25,NI,1722653974
503,puerto lleras,3.0223,-73.4044,72.39,92,8,2.86,CO,1722653976
504,itaituba,-4.2761,-55.9836,81.14,48,97,1.99,BR,1722653977
505,calvi,42.5,8.8333,72.23,61,0,3.44,FR,1722653978
506,homer,59.6425,-151.5483,64.29,56,100,9.22,US,1722653979
507,selkirk,50.1436,-96.8845,73.54,46,7,4.27,CA,1722653981
508,samana,19.2056,-69.3369,77.05,91,98,3.87,DO,1722653982
509,enriquillo,17.9,-71.2333,78.1,91,61,10.98,DO,1722653983
510,filiatra,37.15,21.5833,77.7,69,0,9.15,GR,1722653984
511,ak-dovurak,51.1833,90.6,74.32,42,5,0.83,RU,1722653986
512,wusong,30.95,117.7833,95.59,56,6,5.23,CN,1722653987
513,zhob,31.3411,69.4481,80.37,61,26,5.59,PK,1722653988
514,castillos,-34.1667,-53.8333,67.69,75,84,11.21,UY,1722653989
515,kundiawa,-6.0167,144.9667,72.84,74,99,3.38,PG,1722653991
516,punta gorda,26.9298,-82.0454,81.0,86,100,1.99,US,1722653992
517,lodwar,3.1191,35.5973,79.57,53,93,13.44,KE,1722653993
518,thoothukudi,8.8054,78.1453,82.69,74,40,4.61,IN,1722653994
519,twon-brass,4.3151,6.2418,76.39,82,85,8.9,NG,1722653996
520,bay city,43.5945,-83.8889,74.1,78,0,1.14,US,1722653997
521,westport,41.1415,-73.3579,78.84,87,100,1.01,US,1722653998
522,cantilan,9.3336,125.9775,93.04,64,45,6.96,PH,1722653999
523,achalpur,21.2572,77.5086,74.5,97,100,11.21,IN,1722654000
524,quchan,37.106,58.5095,73.06,43,21,5.3,IR,1722654002
525,ra's bayrut,33.9,35.4833,82.06,51,0,5.75,LB,1722654003
526,newman,37.3138,-121.0208,87.03,20,97,2.28,US,1722654004
527,campoverde,-8.4753,-74.8058,80.29,55,3,1.57,PE,1722654006
528,sarh,9.1429,18.3923,72.37,93,99,1.7,TD,1722654007
529,rio grande,-32.035,-52.0986,62.94,88,34,15.28,BR,1722654008
530,singkil,-7.9855,111.4161,85.5,64,29,3.22,ID,1722654010
531,san-pedro,4.7485,-6.6363,74.66,86,100,7.78,CI,1722654011
532,ryotsu-minato,38.0833,138.4333,85.6,68,6,5.32,JP,1722654012
533,kruisfontein,-34.0033,24.7314,45.37,88,0,4.61,ZA,1722654013
534,laohekou,32.3858,111.6678,87.75,75,72,4.29,CN,1722654015
535,chibougamau,49.9168,-74.3659,65.82,94,0,0.0,CA,1722654016
536,nuuk,64.1835,-51.7216,36.88,100,100,3.44,GL,1722654017
537,dodola,6.9833,39.1833,53.89,96,100,0.81,ET,1722654018
538,praia,14.9215,-23.5087,79.34,69,75,5.75,CV,1722654020
539,kavieng,-2.5744,150.7967,81.43,81,100,18.75,PG,1722654021
540,wajir,1.7471,40.0573,72.21,73,100,13.53,KE,1722654025
541,cannonvale,-20.2833,148.7,73.58,52,0,17.2,AU,1722654026
